date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:20:20	54650/54650	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Jan%202020%2011:10:00%20GMT	https://gamehunters-studio.com/wp-content/uploads/2020/01/Gunsmith-Simulator-Logo.png	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/uploads/2020/01/Gunsmith-Simulator-Logo.png	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:20	211002/211002	---M--	200	added ('OK')	image/jpeg	date:Sun,%2031%20May%202020%2012:42:43%20GMT	https://gamehunters-studio.com/wp-content/uploads/2020/05/Gunsmith_Simulator_Gameplay_Screen_1.jpg	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/uploads/2020/05/Gunsmith_Simulator_Gameplay_Screen_1.jpg	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:20	19474/19474	---M--	200	added ('OK')	image/jpeg	date:Sun,%2031%20May%202020%2012:42:31%20GMT	https://gamehunters-studio.com/wp-content/uploads/2020/05/Gunsmith_Simulator_Gameplay_Screen_2-300x169.jpg	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/uploads/2020/05/Gunsmith_Simulator_Gameplay_Screen_2-300x169.jpg	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:21	297364/297364	---M--	200	added ('OK')	image/jpeg	date:Sun,%2031%20May%202020%2012:42:31%20GMT	https://gamehunters-studio.com/wp-content/uploads/2020/05/Gunsmith_Simulator_Gameplay_Screen_2.jpg	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/uploads/2020/05/Gunsmith_Simulator_Gameplay_Screen_2.jpg	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:21	303905/303905	---M--	200	added ('OK')	image/jpeg	date:Sun,%2031%20May%202020%2012:42:36%20GMT	https://gamehunters-studio.com/wp-content/uploads/2020/05/Gunsmith_Simulator_Gameplay_Screen_3.jpg	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/uploads/2020/05/Gunsmith_Simulator_Gameplay_Screen_3.jpg	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:21	18990/18990	---M--	200	added ('OK')	image/jpeg	date:Sun,%2031%20May%202020%2012:42:36%20GMT	https://gamehunters-studio.com/wp-content/uploads/2020/05/Gunsmith_Simulator_Gameplay_Screen_3-300x169.jpg	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/uploads/2020/05/Gunsmith_Simulator_Gameplay_Screen_3-300x169.jpg	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:21	15249/15249	---M--	200	added ('OK')	image/jpeg	date:Sun,%2031%20May%202020%2012:42:39%20GMT	https://gamehunters-studio.com/wp-content/uploads/2020/05/Gunsmith_Simulator_Gameplay_Screen_4-300x169.jpg	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/uploads/2020/05/Gunsmith_Simulator_Gameplay_Screen_4-300x169.jpg	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:21	225491/225491	---M--	200	added ('OK')	image/jpeg	date:Sun,%2031%20May%202020%2012:42:38%20GMT	https://gamehunters-studio.com/wp-content/uploads/2020/05/Gunsmith_Simulator_Gameplay_Screen_4.jpg	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/uploads/2020/05/Gunsmith_Simulator_Gameplay_Screen_4.jpg	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:22	236659/236659	---M--	200	added ('OK')	image/jpeg	date:Sun,%2031%20May%202020%2012:42:41%20GMT	https://gamehunters-studio.com/wp-content/uploads/2020/05/Gunsmith_Simulator_Gameplay_Screen_5.jpg	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/uploads/2020/05/Gunsmith_Simulator_Gameplay_Screen_5.jpg	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:22	17559/17559	---M--	200	added ('OK')	image/jpeg	date:Sun,%2031%20May%202020%2012:42:41%20GMT	https://gamehunters-studio.com/wp-content/uploads/2020/05/Gunsmith_Simulator_Gameplay_Screen_5-300x169.jpg	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/uploads/2020/05/Gunsmith_Simulator_Gameplay_Screen_5-300x169.jpg	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:22	663182/663182	---M--	200	added ('OK')	image/jpeg	date:Sat,%2004%20Jan%202020%2012:57:29%20GMT	https://gamehunters-studio.com/wp-content/uploads/2020/01/Web-1920-%e2%80%93-1-4.jpg	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/uploads/2020/01/Web-1920-%e2%80%93-1-4.jpg	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:22	3359/3359	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Dec%202019%2021:39:53%20GMT	https://gamehunters-studio.com/wp-content/uploads/2019/01/footer-logo.png	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/uploads/2019/01/footer-logo.png	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:23	3374/3374	---M--	200	added ('OK')	image/png	date:Tue,%2023%20Apr%202019%2011:54:07%20GMT	https://pluginspoint.com/arrowtic/wp-content/uploads/2019/01/d01.png	C:/Benim%20Web%20Sitem/gun/pluginspoint.com/arrowtic/wp-content/uploads/2019/01/d01.png	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:23	3496/3496	---M--	200	added ('OK')	image/png	date:Tue,%2023%20Apr%202019%2011:54:11%20GMT	https://pluginspoint.com/arrowtic/wp-content/uploads/2019/01/d02.png	C:/Benim%20Web%20Sitem/gun/pluginspoint.com/arrowtic/wp-content/uploads/2019/01/d02.png	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:23	8876/8876	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Dec%202019%2021:50:25%20GMT	https://gamehunters-studio.com/wp-content/plugins/autoptimize/classes/external/js/lazysizes.min.js?ao_version=2.6.1	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/autoptimize/classes/external/js/lazysizes.min5240.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:23	15211/15211	---M--	200	added ('OK')	application/javascript	date:Sat,%2004%20Jan%202020%2020:24:07%20GMT	https://gamehunters-studio.com/wp-content/plugins/advanced-backgrounds/assets/vendor/jarallax/jarallax.min.js?ver=1.12.0	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/advanced-backgrounds/assets/vendor/jarallax/jarallax.min4d85.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:24	16966/16966	---M--	200	added ('OK')	application/javascript	date:Sat,%2004%20Jan%202020%2020:24:07%20GMT	https://gamehunters-studio.com/wp-content/plugins/advanced-backgrounds/assets/vendor/jarallax/jarallax-video.min.js?ver=1.12.0	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/advanced-backgrounds/assets/vendor/jarallax/jarallax-video.min4d85.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:24	3291/3291	---M--	200	added ('OK')	application/javascript	date:Sat,%2004%20Jan%202020%2020:24:07%20GMT	https://gamehunters-studio.com/wp-content/plugins/advanced-backgrounds/assets/vendor/object-fit-images/ofi.min.js?ver=3.2.4	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/advanced-backgrounds/assets/vendor/object-fit-images/ofi.mine1e3.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:24	9659/9659	---M--	200	added ('OK')	application/javascript	date:Sat,%2004%20Jan%202020%2020:24:07%20GMT	https://gamehunters-studio.com/wp-content/plugins/advanced-backgrounds/assets/awb/awb.min.js?ver=1.6.1	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/advanced-backgrounds/assets/awb/awb.min51a2.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:25	361/361	---M-Z	200	added ('OK')	application/javascript	etag:%2282bfd941d2c9b3b9e0650a27c9d11737%22	http://assets.pinterest.com/js/pinit.js?ver=5.3.11	C:/Benim%20Web%20Sitem/gun/assets.pinterest.com/js/pinit1697.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:25	1396/1396	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Dec%202019%2020:49:05%20GMT	https://gamehunters-studio.com/wp-content/plugins/arrowtic-master/assets/js/viewport-min.js?ver=5.3.11	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/arrowtic-master/assets/js/viewport-min1697.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:25	3887/3887	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Dec%202019%2020:49:05%20GMT	https://gamehunters-studio.com/wp-content/plugins/arrowtic-master/assets/js/easypiechart.min.js?ver=2.1.7	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/arrowtic-master/assets/js/easypiechart.mine7f3.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:25	1829/1829	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Dec%202019%2020:49:05%20GMT	https://gamehunters-studio.com/wp-content/plugins/arrowtic-master/assets/js/circle-piechart.js?ver=5.3.11	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/arrowtic-master/assets/js/circle-piechart1697.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:26	1386/1386	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Dec%202019%2020:49:05%20GMT	https://gamehunters-studio.com/wp-content/plugins/arrowtic-master/assets/js/simple-likes-public.js?ver=5.3.11	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/arrowtic-master/assets/js/simple-likes-public1697.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:26	14627/14627	---M--	200	added ('OK')	application/javascript	date:Tue,%2002%20Jun%202020%2017:56:00%20GMT	https://gamehunters-studio.com/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.9	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/contact-form-7/includes/js/scripts38c6.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:26	18200/18200	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2016:41:41%20GMT	https://gamehunters-studio.com/wp-content/plugins/page-scroll-to-id/js/page-scroll-to-id.min.js?ver=1.6.6	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/page-scroll-to-id/js/page-scroll-to-id.min7514.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:26	2069/2069	---M--	200	added ('OK')	application/javascript	date:Sat,%2004%20Jan%202020%2020:46:11%20GMT	https://gamehunters-studio.com/wp-content/plugins/extensive-vc-addon/assets/plugins/appear/jquery.appear.js?ver=5.3.11	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/extensive-vc-addon/assets/plugins/appear/jquery.appear1697.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:27	14349/14349	---M--	200	added ('OK')	application/javascript	date:Sat,%2004%20Jan%202020%2020:46:11%20GMT	https://gamehunters-studio.com/wp-content/plugins/extensive-vc-addon/assets/js/main.min.js?ver=5.3.11	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/extensive-vc-addon/assets/js/main.min1697.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:27	307/307	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2014:42:16%20GMT	https://gamehunters-studio.com/wp-content/themes/arrowtic-child/custom.js?ver=5.3.11	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/themes/arrowtic-child/custom1697.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:27	20337/20337	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Dec%202019%2020:47:44%20GMT	https://gamehunters-studio.com/wp-content/themes/arrowtic/assets/js/popper.min.js?ver=5.3.11	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/themes/arrowtic/assets/js/popper.min1697.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:27	48944/48944	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Dec%202019%2020:47:44%20GMT	https://gamehunters-studio.com/wp-content/themes/arrowtic/assets/js/bootstrap.min.js?ver=4.0.0	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/themes/arrowtic/assets/js/bootstrap.mincce7.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:27	42863/42863	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Dec%202019%2020:47:44%20GMT	https://gamehunters-studio.com/wp-content/themes/arrowtic/assets/js/slick.min.js?ver=5.3.11	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/themes/arrowtic/assets/js/slick.min1697.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:28	1067/1067	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Dec%202019%2020:47:44%20GMT	https://gamehunters-studio.com/wp-content/themes/arrowtic/assets/js/jquery.counterup.min.js?ver=1.0	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/themes/arrowtic/assets/js/jquery.counterup.min5152.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:28	20216/20216	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Dec%202019%2020:47:44%20GMT	https://gamehunters-studio.com/wp-content/themes/arrowtic/assets/js/jquery.magnific-popup.min.js?ver=1.1.0	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/themes/arrowtic/assets/js/jquery.magnific-popup.minf488.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:28	8044/8044	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Dec%202019%2020:47:44%20GMT	https://gamehunters-studio.com/wp-content/themes/arrowtic/assets/js/jquery.waypoints.min.js?ver=2.0.3	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/themes/arrowtic/assets/js/jquery.waypoints.minb95e.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:28	35722/35722	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Dec%202019%2020:49:21%20GMT	https://gamehunters-studio.com/wp-content/plugins/js_composer/assets/lib/bower/isotope/dist/isotope.pkgd.min.js?ver=6.1	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/js_composer/assets/lib/bower/isotope/dist/isotope.pkgd.min9b2d.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:28	18510/18510	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Dec%202019%2020:47:44%20GMT	https://gamehunters-studio.com/wp-content/themes/arrowtic/assets/js/jquery.justifiedGallery.min.js?ver=3.7.0	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/themes/arrowtic/assets/js/jquery.justifiedGallery.min3088.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:29	4019/4019	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Dec%202019%2020:47:44%20GMT	https://gamehunters-studio.com/wp-content/themes/arrowtic/assets/js/jquery.meanmenu.min.js?ver=5.3.11	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/themes/arrowtic/assets/js/jquery.meanmenu.min1697.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:29	8113/8113	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Dec%202019%2020:46:27%20GMT	https://gamehunters-studio.com/wp-includes/js/imagesloaded.min.js?ver=3.2.0	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-includes/js/imagesloaded.min55a0.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:29	2951/2951	---M--	200	added ('OK')	application/javascript	date:Sun,%2005%20Jan%202020%2016:59:10%20GMT	https://gamehunters-studio.com/wp-content/themes/arrowtic/assets/js/arrowtic-main.js?ver=1.0.0	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/themes/arrowtic/assets/js/arrowtic-main8a54.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:29	1391/1391	---M--	200	added ('OK')	application/javascript	date:Fri,%2016%20Apr%202021%2001:01:28%20GMT	https://gamehunters-studio.com/wp-includes/js/wp-embed.min.js?ver=5.3.11	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-includes/js/wp-embed.min1697.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:29	20601/20601	---M--	200	added ('OK')	application/javascript	date:Sun,%2029%20Dec%202019%2020:49:21%20GMT	https://gamehunters-studio.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min.js?ver=6.1	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.min9b2d.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:30	9380/9380	---M--	200	added ('OK')	application/javascript	date:Sat,%2004%20Jan%202020%2020:46:11%20GMT	https://gamehunters-studio.com/wp-content/plugins/extensive-vc-addon/assets/plugins/lightbox/lightbox.min.js?ver=5.3.11	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/extensive-vc-addon/assets/plugins/lightbox/lightbox.min1697.js	(from https://gamehunters-studio.com/gunsmith-simulator/)
20:20:30	300/300	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Feb%202022%2020:20:31%20GMT	http://gamehunters-studio.com/wp-content/plugins/arrowtic-master/assets/css/ajax-loader.gif	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/arrowtic-master/assets/css/ajax-loader.35.delayed	(from https://gamehunters-studio.com/wp-content/cache/autoptimize/css/autoptimize_bc27b7cbdb05bb87d62506d80fc7cd20.css)
20:20:31	723/723	---M--	200	added ('OK')	image/gif	date:Sun,%2029%20Dec%202019%2020:49:05%20GMT	https://gamehunters-studio.com/wp-content/plugins/arrowtic-master/assets/css/ajax-loader.gif	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/arrowtic-master/assets/css/ajax-loader.gif	(from https://gamehunters-studio.com/wp-content/cache/autoptimize/css/autoptimize_bc27b7cbdb05bb87d62506d80fc7cd20.css)
20:20:31	295/295	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Feb%202022%2020:20:31%20GMT	http://gamehunters-studio.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/contact-form-7/images/ajax-loader.37.delayed	(from https://gamehunters-studio.com/wp-content/cache/autoptimize/css/autoptimize_bc27b7cbdb05bb87d62506d80fc7cd20.css)
20:20:31	847/847	---M--	200	added ('OK')	image/gif	date:Tue,%2002%20Jun%202020%2017:56:00%20GMT	https://gamehunters-studio.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://gamehunters-studio.com/wp-content/cache/autoptimize/css/autoptimize_bc27b7cbdb05bb87d62506d80fc7cd20.css)
20:20:31	327/327	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Feb%202022%2020:20:32%20GMT	http://gamehunters-studio.com/wp-content/plugins/extensive-vc-addon/shortcodes/process-2/assets/img/bg-cover-image.png	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/extensive-vc-addon/shortcodes/process-2/assets/img/bg-cover-image.39.delayed	(from https://gamehunters-studio.com/wp-content/cache/autoptimize/css/autoptimize_bc27b7cbdb05bb87d62506d80fc7cd20.css)
20:20:32	10796/10796	---M--	200	added ('OK')	image/png	date:Sat,%2004%20Jan%202020%2020:46:11%20GMT	https://gamehunters-studio.com/wp-content/plugins/extensive-vc-addon/shortcodes/process-2/assets/img/bg-cover-image.png	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/extensive-vc-addon/shortcodes/process-2/assets/img/bg-cover-image.png	(from https://gamehunters-studio.com/wp-content/cache/autoptimize/css/autoptimize_bc27b7cbdb05bb87d62506d80fc7cd20.css)
20:20:32	291/291	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Feb%202022%2020:20:33%20GMT	http://gamehunters-studio.com/wp-content/themes/arrowtic/assets/img/down-arrow.png	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/themes/arrowtic/assets/img/down-arrow.3b.delayed	(from https://gamehunters-studio.com/wp-content/cache/autoptimize/css/autoptimize_bc27b7cbdb05bb87d62506d80fc7cd20.css)
20:20:32	392/392	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Dec%202019%2020:47:44%20GMT	https://gamehunters-studio.com/wp-content/themes/arrowtic/assets/img/down-arrow.png	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/themes/arrowtic/assets/img/down-arrow.png	(from https://gamehunters-studio.com/wp-content/cache/autoptimize/css/autoptimize_bc27b7cbdb05bb87d62506d80fc7cd20.css)
20:20:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Feb%202022%2020:20:34%20GMT	http://gamehunters-studio.com/wp-content/themes/arrowtic/assets/img/slider/s-shape01.png	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/themes/arrowtic/assets/img/slider/s-shape01.3d.delayed	(from https://gamehunters-studio.com/wp-content/cache/autoptimize/css/autoptimize_bc27b7cbdb05bb87d62506d80fc7cd20.css)
20:20:33	48333/48333	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2019%20Feb%202022%2020:20:34%20GMT	https://gamehunters-studio.com/wp-content/themes/arrowtic/assets/img/slider/s-shape01.png	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/themes/arrowtic/assets/img/slider/s-shape01.png	(from https://gamehunters-studio.com/wp-content/cache/autoptimize/css/autoptimize_bc27b7cbdb05bb87d62506d80fc7cd20.css)
20:20:35	289/289	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2019%20Feb%202022%2020:20:34%20GMT	http://gamehunters-studio.com/wp-content/plugins/js_composer/assets/vc/alert.png	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/js_composer/assets/vc/alert.3f.delayed	(from https://gamehunters-studio.com/wp-content/cache/autoptimize/css/autoptimize_bc27b7cbdb05bb87d62506d80fc7cd20.css)
20:20:35	302/302	---M--	200	added ('OK')	image/png	date:Sun,%2029%20Dec%202019%2020:49:22%20GMT	https://gamehunters-studio.com/wp-content/plugins/js_composer/assets/vc/alert.png	C:/Benim%20Web%20Sitem/gun/gamehunters-studio.com/wp-content/plugins/js_composer/assets/vc/alert.png	(from https://gamehunters-studio.com/wp-content/cache/autoptimize/css/autoptimize_bc27b7cbdb05bb87d62506d80fc7cd20.css)
